player_id,team_id,of_def_flag,"Right Side(R), 8-16 ft.","Right Side(R), 16-24 ft.","Right Side(R), 24+ ft.","Left Side(L), 8-16 ft.","Left Side(L), 16-24 ft.","Left Side(L), 24+ ft.","Center(C), Less Than 8 ft.","Center(C), 8-16 ft.","Center(C), 16-24 ft.","Center(C), 24+ ft.","Right Side Center(RC), 16-24 ft.","Right Side Center(RC), 24+ ft.","Left Side Center(LC), 16-24 ft.","Left Side Center(LC), 24+ ft."
Tim Frazier,Portland Trail Blazers,def,1733.0,8865.0,1824.0,2535.0,1996.0,4337.0,911.0,376.0,3185.0,1865.0,4231.0,885.0,334.0,2214.0
Tim Frazier,Portland Trail Blazers,of,2004.0,8492.0,2202.0,2488.0,2469.0,4162.0,907.0,339.0,2242.0,1554.0,3602.0,750.0,549.0,1590.0
Tim Hardaway Jr.,Atlanta Hawks,def,1144.0,2550.0,960.0,1728.0,1373.0,3311.0,707.0,1486.0,2146.0,1262.0,3490.0,807.0,1107.0,2362.0
Tim Hardaway Jr.,Atlanta Hawks,of,690.0,2462.0,680.0,1262.0,1254.0,2927.0,903.0,1269.0,1126.0,974.0,3056.0,767.0,1163.0,1564.0
Timofey Mozgov,Cleveland Cavaliers,def,7898.0,11732.0,10070.0,15991.0,3107.0,2050.0,992.0,55.0,6334.0,4015.0,1756.0,1331.0,220.0,6635.0
Timofey Mozgov,Cleveland Cavaliers,of,9183.0,14167.0,11428.0,19598.0,3185.0,1941.0,994.0,47.0,7022.0,3773.0,1922.0,1104.0,204.0,6982.0
Tobias Harris,Orlando Magic,def,8789.0,22083.0,10865.0,21234.0,8368.0,18197.0,5327.0,4641.0,15975.0,8961.0,18464.0,5227.0,6365.0,18097.0
Tobias Harris,Orlando Magic,of,9422.0,21383.0,10150.0,22309.0,10382.0,19081.0,5911.0,5915.0,16279.0,9272.0,17796.0,4603.0,5714.0,17773.0
Tony Allen,Memphis Grizzlies,def,5048.0,12499.0,5309.0,11233.0,6582.0,10878.0,5959.0,2733.0,9499.0,7141.0,11368.0,6684.0,3777.0,10154.0
Tony Allen,Memphis Grizzlies,of,5812.0,13739.0,6078.0,12501.0,7361.0,10715.0,5683.0,2144.0,10549.0,7491.0,12550.0,7674.0,4683.0,11472.0
Tony Parker,San Antonio Spurs,def,6457.0,24418.0,5446.0,6884.0,7705.0,16759.0,5909.0,3233.0,8434.0,8120.0,15632.0,5751.0,4909.0,7921.0
Tony Parker,San Antonio Spurs,of,7822.0,29318.0,6716.0,8206.0,9111.0,19810.0,6530.0,4116.0,9084.0,9613.0,16314.0,6481.0,4013.0,9458.0
Tony Snell,Chicago Bulls,def,3919.0,11114.0,4440.0,7570.0,5526.0,12760.0,5610.0,6193.0,8881.0,4981.0,11201.0,3822.0,4788.0,7999.0
Tony Snell,Chicago Bulls,of,3796.0,12188.0,4306.0,8632.0,5999.0,14903.0,5640.0,5983.0,10591.0,5381.0,12616.0,4672.0,6020.0,10654.0
Trevor Ariza,Houston Rockets,def,9743.0,24791.0,8698.0,14905.0,11221.0,27930.0,6462.0,8542.0,12953.0,11055.0,23889.0,7226.0,12328.0,15801.0
Trevor Ariza,Houston Rockets,of,10112.0,24735.0,7958.0,14224.0,10339.0,26384.0,5841.0,7260.0,12330.0,10534.0,25688.0,6458.0,12611.0,13164.0
Trevor Booker,Utah Jazz,def,15863.0,25510.0,14870.0,28034.0,6457.0,4179.0,1998.0,793.0,14118.0,6588.0,2681.0,1558.0,801.0,14010.0
Trevor Booker,Utah Jazz,of,15382.0,23865.0,15293.0,26200.0,6210.0,3569.0,1629.0,923.0,13769.0,6811.0,2670.0,1508.0,523.0,13931.0
Trey Burke,Utah Jazz,def,7247.0,29903.0,6748.0,7324.0,8651.0,23294.0,4163.0,5137.0,8659.0,7268.0,17452.0,3636.0,4334.0,8196.0
Trey Burke,Utah Jazz,of,7537.0,31969.0,6988.0,7548.0,9311.0,23353.0,4310.0,4920.0,9196.0,7641.0,18388.0,4006.0,5191.0,10259.0
Trey Lyles,Utah Jazz,def,12047.0,17577.0,10606.0,17309.0,5025.0,2929.0,1868.0,1661.0,13129.0,5239.0,2395.0,1700.0,1081.0,12001.0
Trey Lyles,Utah Jazz,of,12204.0,16524.0,10033.0,16873.0,4908.0,3018.0,1696.0,1246.0,11079.0,6007.0,2542.0,1963.0,1514.0,12049.0
Tristan Thompson,Cleveland Cavaliers,def,15389.0,23707.0,16368.0,29666.0,6286.0,3038.0,710.0,44.0,13170.0,7179.0,2873.0,1293.0,85.0,13416.0
Tristan Thompson,Cleveland Cavaliers,of,14925.0,22160.0,16356.0,28100.0,5793.0,2991.0,1140.0,52.0,12136.0,7902.0,3396.0,1364.0,30.0,12871.0
Troy Daniels,Charlotte Hornets,def,798.0,1851.0,858.0,1690.0,819.0,2004.0,1265.0,821.0,1506.0,1171.0,2307.0,1396.0,1107.0,1581.0
Troy Daniels,Charlotte Hornets,of,1662.0,4007.0,1663.0,2804.0,1919.0,4855.0,2207.0,1272.0,3148.0,1659.0,3937.0,2280.0,2222.0,2820.0
Tyler Ennis,Milwaukee Bucks,def,1165.0,5196.0,1180.0,1658.0,1270.0,3319.0,712.0,410.0,1876.0,1256.0,3158.0,543.0,451.0,1508.0
Tyler Ennis,Milwaukee Bucks,of,1287.0,5746.0,1269.0,1721.0,1403.0,3655.0,561.0,324.0,1874.0,992.0,2906.0,483.0,277.0,1362.0
Tyler Johnson,Miami Heat,def,6051.0,22452.0,5256.0,8364.0,6574.0,12784.0,3627.0,2669.0,7928.0,7290.0,13113.0,2885.0,4080.0,8492.0
Tyler Johnson,Miami Heat,of,5134.0,19493.0,4042.0,7974.0,6192.0,12584.0,4437.0,3540.0,7628.0,5419.0,12025.0,2379.0,4361.0,7225.0
Tyler Zeller,Boston Celtics,def,3936.0,6707.0,6088.0,8219.0,1495.0,846.0,434.0,51.0,3442.0,1683.0,571.0,468.0,49.0,2980.0
